Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
India,Lower middle income,IND,1883,NA,NA,267866225
India,Lower middle income,IND,2018,NA,6518.84521484375,1369003264
India,Lower middle income,IND,1906,NA,NA,302753881
India,Lower middle income,IND,1907,NA,NA,304716930
India,Lower middle income,IND,1800,NA,NA,200733034
India,Lower middle income,IND,1829,NA,NA,216706839
India,Lower middle income,IND,1909,NA,NA,308378771
India,Lower middle income,IND,1802,NA,NA,201525446
India,Lower middle income,IND,1830,NA,NA,217580116
India,Lower middle income,IND,1804,NA,NA,202320984
India,Lower middle income,IND,1877,NA,NA,259201033
India,Lower middle income,IND,1880,NA,NA,261908874
India,Lower middle income,IND,1921,NA,NA,318883445
India,Lower middle income,IND,1808,NA,NA,203921496
India,Lower middle income,IND,1923,NA,NA,324526435
India,Lower middle income,IND,1770,NA,NA,190656672
India,Lower middle income,IND,1780,NA,NA,194322992
India,Lower middle income,IND,1962,NA,NA,467024192
India,Lower middle income,IND,1963,NA,NA,477933632
India,Lower middle income,IND,1842,NA,NA,228337989
India,Lower middle income,IND,1600,NA,NA,134992928
India,Lower middle income,IND,1919,NA,NA,315455236
India,Lower middle income,IND,1912,NA,NA,311674516
India,Lower middle income,IND,1934,NA,NA,367061397
India,Lower middle income,IND,1730,NA,NA,175990448
India,Lower middle income,IND,1914,NA,NA,312680404
India,Lower middle income,IND,1740,NA,NA,179657488
India,Lower middle income,IND,1750,NA,NA,183323360
India,Lower middle income,IND,1926,NA,NA,334011077
India,Lower middle income,IND,1925,NA,NA,330819124
India,Lower middle income,IND,1916,NA,NA,313689273
India,Lower middle income,IND,1917,NA,NA,314194829
India,Lower middle income,IND,1828,NA,NA,215837067
India,Lower middle income,IND,1920,NA,NA,316895450
India,Lower middle income,IND,1827,NA,NA,214970784
India,Lower middle income,IND,1911,NA,NA,310872238
India,Lower middle income,IND,2012,NA,4583.17333984375,1274487168
India,Lower middle income,IND,1833,NA,NA,220221111
India,Lower middle income,IND,1836,NA,NA,222894160
India,Lower middle income,IND,1957,NA,NA,416935392
India,Lower middle income,IND,1922,NA,NA,321425121
India,Lower middle income,IND,2017,NA,6182.921875,1354195712
India,Lower middle income,IND,1961,NA,NA,456351872
India,Lower middle income,IND,1915,NA,NA,313184465
India,Lower middle income,IND,1960,NA,NA,445954560
India,Lower middle income,IND,1918,NA,NA,314556958
India,Lower middle income,IND,1948,NA,NA,375961095
India,Lower middle income,IND,1841,NA,NA,227421537
India,Lower middle income,IND,1946,NA,NA,381611373
India,Lower middle income,IND,1910,NA,NA,309772810
India,Lower middle income,IND,1832,NA,NA,219337238
India,Lower middle income,IND,1951,NA,NA,364922368
India,Lower middle income,IND,1720,NA,NA,172323440
India,Lower middle income,IND,1837,NA,NA,223792367
India,Lower middle income,IND,1958,NA,NA,426295776
India,Lower middle income,IND,1924,NA,NA,327657673
India,Lower middle income,IND,1954,NA,NA,389731392
India,Lower middle income,IND,1959,NA,NA,435900352
India,Lower middle income,IND,1839,NA,NA,225599654
India,Lower middle income,IND,1790,NA,NA,197990368
India,Lower middle income,IND,1950,NA,NA,357021120
India,Lower middle income,IND,1947,NA,NA,378775698
India,Lower middle income,IND,1831,NA,NA,218456911
India,Lower middle income,IND,1949,NA,NA,375136619
India,Lower middle income,IND,1760,NA,NA,186990208
India,Lower middle income,IND,1955,NA,NA,398577984
India,Lower middle income,IND,1835,NA,NA,221999558
India,Lower middle income,IND,1913,NA,NA,312177087
India,Lower middle income,IND,1840,NA,NA,226508764
India,Lower middle income,IND,1838,NA,NA,224694193
India,Lower middle income,IND,1956,NA,NA,407656608
India,Lower middle income,IND,1953,NA,NA,381227712
India,Lower middle income,IND,1952,NA,NA,372997184
India,Lower middle income,IND,1945,NA,NA,384468277
India,Lower middle income,IND,1834,NA,NA,221108547
Indonesia,Lower middle income,IDN,1996,72,6258.4365234375,201373792
Indonesia,Lower middle income,IDN,1995,72,5892.07177734375,198140160
Indonesia,Lower middle income,IDN,-6000,NA,NA,51199
Indonesia,Lower middle income,IDN,-7000,NA,NA,40960
Indonesia,Lower middle income,IDN,2002,71,5996.18994140625,220115088
Indonesia,Lower middle income,IDN,1883,NA,NA,31099388
Indonesia,Lower middle income,IDN,1994,72,5529.232421875,194928544
Indonesia,Lower middle income,IDN,-2000,NA,NA,733333
Indonesia,Lower middle income,IDN,1851,NA,NA,22178012
Indonesia,Lower middle income,IDN,1997,73,6458.07275390625,204628016
Indonesia,Lower middle income,IDN,1998,73,5531.30322265625,207855488
Indonesia,Lower middle income,IDN,-9000,NA,NA,26214
Indonesia,Lower middle income,IDN,2020,NA,11444.9609375,271857984
Indonesia,Lower middle income,IDN,1880,NA,NA,30090338
Indonesia,Lower middle income,IDN,2001,72,5816.42529296875,217112432
Indonesia,Lower middle income,IDN,2000,73,5689.26025390625,214072416
Indonesia,Lower middle income,IDN,1857,NA,NA,23482844
Indonesia,Lower middle income,IDN,1860,NA,NA,24210654
Indonesia,Lower middle income,IDN,1999,73,5497.81494140625,210996912
Indonesia,Lower middle income,IDN,2003,71,6198.6533203125,223080128
Indonesia,Lower middle income,IDN,2004,70,6423.720703125,225938592
Indonesia,Lower middle income,IDN,1993,73,5224.166015625,191737280
Indonesia,Lower middle income,IDN,1852,NA,NA,22382033
Indonesia,Lower middle income,IDN,1853,NA,NA,22591335
Indonesia,Lower middle income,IDN,1972,NA,NA,121504136
Indonesia,Lower middle income,IDN,0,NA,NA,2e+06
Indonesia,Lower middle income,IDN,-8000,NA,NA,32768
Indonesia,Lower middle income,IDN,1961,NA,NA,90816944
Indonesia,Lower middle income,IDN,1881,NA,NA,30408081
Indonesia,Lower middle income,IDN,-5000,NA,NA,63999
Indonesia,Lower middle income,IDN,1858,NA,NA,23719680
Indonesia,Lower middle income,IDN,1859,NA,NA,23962257
Indonesia,Lower middle income,IDN,1977,NA,NA,137861536
Indonesia,Lower middle income,IDN,1887,NA,NA,32611676
Indonesia,Lower middle income,IDN,1847,NA,NA,21346348
Indonesia,Lower middle income,IDN,1992,73,4986.78369140625,188558416
Indonesia,Lower middle income,IDN,1971,NA,NA,118347136
Indonesia,Lower middle income,IDN,-10000,NA,NA,20971
Indonesia,Lower middle income,IDN,1877,NA,NA,29251677
Indonesia,Lower middle income,IDN,1973,NA,NA,124709056
Indonesia,Lower middle income,IDN,1855,NA,NA,23026076
Indonesia,Lower middle income,IDN,1975,NA,NA,131213216
Indonesia,Lower middle income,IDN,1856,NA,NA,23251668
Indonesia,Lower middle income,IDN,300,NA,NA,2525003
Indonesia,Lower middle income,IDN,-3000,NA,NA,1e+05
Indonesia,Lower middle income,IDN,-4000,NA,NA,79999
Indonesia,Lower middle income,IDN,1981,NA,NA,151686336
Indonesia,Lower middle income,IDN,1861,NA,NA,24474147
Indonesia,Lower middle income,IDN,-1000,NA,NA,1366666
Indonesia,Lower middle income,IDN,1849,NA,NA,21762774
Indonesia,Lower middle income,IDN,1850,NA,NA,21979198
Indonesia,Lower middle income,IDN,1890,NA,NA,33754719
Indonesia,Lower middle income,IDN,1837,NA,NA,19560760
Indonesia,Lower middle income,IDN,1879,NA,NA,29803304
Indonesia,Lower middle income,IDN,1839,NA,NA,19887099
Indonesia,Lower middle income,IDN,1962,NA,NA,93345496
Indonesia,Lower middle income,IDN,1882,NA,NA,30749943
Indonesia,Lower middle income,IDN,1976,NA,NA,134521024
Indonesia,Lower middle income,IDN,400,NA,NA,2700002
Indonesia,Lower middle income,IDN,1886,NA,NA,32226746
Indonesia,Lower middle income,IDN,1846,NA,NA,21146172
Indonesia,Lower middle income,IDN,1966,NA,NA,103561104
Indonesia,Lower middle income,IDN,1848,NA,NA,21551854
Indonesia,Lower middle income,IDN,1889,NA,NA,33352788
Indonesia,Lower middle income,IDN,1876,NA,NA,28953979
Indonesia,Lower middle income,IDN,1970,NA,NA,115228392
Indonesia,Lower middle income,IDN,1891,NA,NA,34141852
Indonesia,Lower middle income,IDN,1854,NA,NA,22805991
Indonesia,Lower middle income,IDN,1974,NA,NA,127945192
Indonesia,Lower middle income,IDN,200,NA,NA,2350008
Indonesia,Lower middle income,IDN,1884,NA,NA,31449831
Indonesia,Lower middle income,IDN,2014,NA,9801.166015625,256229760
Indonesia,Lower middle income,IDN,1896,NA,NA,36257491
Indonesia,Lower middle income,IDN,1978,NA,NA,141250960
Indonesia,Lower middle income,IDN,1979,NA,NA,144693088
Indonesia,Lower middle income,IDN,1862,NA,NA,24751770
Indonesia,Lower middle income,IDN,1888,NA,NA,32978666
Indonesia,Lower middle income,IDN,1968,NA,NA,109138728
Indonesia,Lower middle income,IDN,1955,NA,NA,77741512
Indonesia,Lower middle income,IDN,1956,NA,NA,79661840
Indonesia,Lower middle income,IDN,1878,NA,NA,29534046
Indonesia,Lower middle income,IDN,1838,NA,NA,19723255
Indonesia,Lower middle income,IDN,1840,NA,NA,20052305
Indonesia,Lower middle income,IDN,1894,NA,NA,35369795
Indonesia,Lower middle income,IDN,1842,NA,NA,20397058
Indonesia,Lower middle income,IDN,1843,NA,NA,20576763
Indonesia,Lower middle income,IDN,1844,NA,NA,20761463
Indonesia,Lower middle income,IDN,1885,NA,NA,31854088
Indonesia,Lower middle income,IDN,1965,NA,NA,101157872
Indonesia,Lower middle income,IDN,1982,NA,NA,155228656
Indonesia,Lower middle income,IDN,2005,69,6699.27197265625,228805152
Indonesia,Lower middle income,IDN,1969,NA,NA,112149256
Indonesia,Lower middle income,IDN,1929,NA,NA,52712242
Indonesia,Lower middle income,IDN,1930,NA,NA,53403727
Indonesia,Lower middle income,IDN,1931,NA,NA,54148336
Indonesia,Lower middle income,IDN,100,NA,NA,2175005
Indonesia,Lower middle income,IDN,1841,NA,NA,20222265
Indonesia,Lower middle income,IDN,1892,NA,NA,34533986
Indonesia,Lower middle income,IDN,1895,NA,NA,35830086
Indonesia,Lower middle income,IDN,1938,NA,NA,59994849
Indonesia,Lower middle income,IDN,1897,NA,NA,36710226
Indonesia,Lower middle income,IDN,500,NA,NA,2875004
Indonesia,Lower middle income,IDN,2018,NA,11371.7255859375,267066848
Indonesia,Lower middle income,IDN,2019,NA,11811.9755859375,269582880
Indonesia,Lower middle income,IDN,1954,NA,NA,75925328
Indonesia,Lower middle income,IDN,1833,NA,NA,18924059
Indonesia,Lower middle income,IDN,1834,NA,NA,19081265
Indonesia,Lower middle income,IDN,2009,69,7906.26171875,240981296
Indonesia,Lower middle income,IDN,1836,NA,NA,19399604
Indonesia,Lower middle income,IDN,1893,NA,NA,34941621
Indonesia,Lower middle income,IDN,1960,NA,NA,88382888
Indonesia,Lower middle income,IDN,1991,NA,4762.38818359375,185361232
Indonesia,Lower middle income,IDN,1920,NA,NA,47287781
Indonesia,Lower middle income,IDN,2016,NA,10531.111328125,261850176
Indonesia,Lower middle income,IDN,1845,NA,NA,20951238
Indonesia,Lower middle income,IDN,1924,NA,NA,49622865
Indonesia,Lower middle income,IDN,1967,NA,NA,106260752
Indonesia,Lower middle income,IDN,1926,NA,NA,50831790
Indonesia,Lower middle income,IDN,1928,NA,NA,52076228
Indonesia,Lower middle income,IDN,1927,NA,NA,51449313
Indonesia,Lower middle income,IDN,1957,NA,NA,81690984
Indonesia,Lower middle income,IDN,1805,NA,NA,16320476
Indonesia,Lower middle income,IDN,1959,NA,NA,86047672
Indonesia,Lower middle income,IDN,1933,NA,NA,55753192
Indonesia,Lower middle income,IDN,1958,NA,NA,83818760
Indonesia,Lower middle income,IDN,1936,NA,NA,58254396
Indonesia,Lower middle income,IDN,1963,NA,NA,95962536
Indonesia,Lower middle income,IDN,1813,NA,NA,16695262
Indonesia,Lower middle income,IDN,1814,NA,NA,16757588
Indonesia,Lower middle income,IDN,600,NA,NA,3050004
Indonesia,Lower middle income,IDN,1983,NA,NA,158790608
Indonesia,Lower middle income,IDN,2006,69,6974.44580078125,231797424
Indonesia,Lower middle income,IDN,1985,NA,NA,165791696
Indonesia,Lower middle income,IDN,1804,NA,NA,16277868
Indonesia,Lower middle income,IDN,1987,NA,NA,172421392
Indonesia,Lower middle income,IDN,1932,NA,NA,54946068
Indonesia,Lower middle income,IDN,2011,70,8680.212890625,247099696
Indonesia,Lower middle income,IDN,1935,NA,NA,57406182
Indonesia,Lower middle income,IDN,1869,NA,NA,26767654
Indonesia,Lower middle income,IDN,1937,NA,NA,59116991
Indonesia,Lower middle income,IDN,1872,NA,NA,27674121
Indonesia,Lower middle income,IDN,2017,NA,10935.6318359375,264498848
Indonesia,Lower middle income,IDN,1874,NA,NA,28296559
Indonesia,Lower middle income,IDN,1875,NA,NA,28625397
Indonesia,Lower middle income,IDN,1953,NA,NA,74207992
Indonesia,Lower middle income,IDN,1831,NA,NA,18613523
Indonesia,Lower middle income,IDN,1832,NA,NA,18768149
Indonesia,Lower middle income,IDN,1835,NA,NA,19239776
Indonesia,Lower middle income,IDN,1917,NA,NA,45821751
Indonesia,Lower middle income,IDN,1740,NA,NA,9899990
Indonesia,Lower middle income,IDN,1918,NA,NA,46209757
Indonesia,Lower middle income,IDN,1919,NA,NA,46691097
Indonesia,Lower middle income,IDN,1760,NA,NA,10499946
Indonesia,Lower middle income,IDN,1921,NA,NA,47872726
Indonesia,Lower middle income,IDN,1964,NA,NA,98675064
Indonesia,Lower middle income,IDN,1923,NA,NA,49031170
Indonesia,Lower middle income,IDN,1801,NA,NA,16150710
Indonesia,Lower middle income,IDN,1802,NA,NA,16192985
Indonesia,Lower middle income,IDN,1803,NA,NA,16235371
Indonesia,Lower middle income,IDN,900,NA,NA,3575001
Indonesia,Lower middle income,IDN,1925,NA,NA,50222778
Indonesia,Lower middle income,IDN,1986,NA,NA,169135280
Indonesia,Lower middle income,IDN,1806,NA,NA,16363196
Indonesia,Lower middle income,IDN,1807,NA,NA,16406028
Indonesia,Lower middle income,IDN,1934,NA,NA,56572643
Indonesia,Lower middle income,IDN,1810,NA,NA,16537268
Indonesia,Lower middle income,IDN,1811,NA,NA,16585153
Indonesia,Lower middle income,IDN,1812,NA,NA,16637801
Indonesia,Lower middle income,IDN,2015,NA,10149.603515625,259091968
Indonesia,Lower middle income,IDN,1898,NA,NA,37165639
Indonesia,Lower middle income,IDN,1980,NA,NA,148177104
Indonesia,Lower middle income,IDN,1984,NA,NA,162331968
Indonesia,Lower middle income,IDN,1914,NA,NA,44632473
Indonesia,Lower middle income,IDN,2008,69,7657.5947265625,237936544
Indonesia,Lower middle income,IDN,1916,NA,NA,45513008
Indonesia,Lower middle income,IDN,1988,NA,NA,175694640
Indonesia,Lower middle income,IDN,2010,70,8286.732421875,244016176
Indonesia,Lower middle income,IDN,2013,NA,9457.0185546875,253275920
Indonesia,Lower middle income,IDN,1868,NA,NA,26482078
Indonesia,Lower middle income,IDN,2012,NA,9080.06640625,250222688
Indonesia,Lower middle income,IDN,1990,NA,4532.54052734375,182159888
Indonesia,Lower middle income,IDN,1922,NA,NA,48447986
Indonesia,Lower middle income,IDN,1873,NA,NA,27988449
Indonesia,Lower middle income,IDN,1700,NA,NA,9500013
Indonesia,Lower middle income,IDN,1952,NA,NA,72570832
Indonesia,Lower middle income,IDN,800,NA,NA,3400006
Indonesia,Lower middle income,IDN,1915,NA,NA,45103442
Indonesia,Lower middle income,IDN,2007,69,7319.4345703125,234858288
Indonesia,Lower middle income,IDN,1730,NA,NA,9800032
Indonesia,Lower middle income,IDN,1865,NA,NA,25621069
Indonesia,Lower middle income,IDN,1866,NA,NA,25906690
Indonesia,Lower middle income,IDN,1750,NA,NA,10000001
Indonesia,Lower middle income,IDN,1809,NA,NA,16492027
Indonesia,Lower middle income,IDN,1770,NA,NA,11000008
Indonesia,Lower middle income,IDN,1400,NA,NA,6375014
Indonesia,Lower middle income,IDN,1790,NA,NA,11999995
Indonesia,Lower middle income,IDN,1800,NA,NA,16108545
Indonesia,Lower middle income,IDN,700,NA,NA,3224999
Indonesia,Lower middle income,IDN,1951,NA,NA,71019352
Indonesia,Lower middle income,IDN,1901,NA,NA,38658803
Indonesia,Lower middle income,IDN,1829,NA,NA,18312632
Indonesia,Lower middle income,IDN,1100,NA,NA,4166670
Indonesia,Lower middle income,IDN,1000,NA,NA,3750002
Indonesia,Lower middle income,IDN,1904,NA,NA,40105530
Indonesia,Lower middle income,IDN,1808,NA,NA,16448971
Indonesia,Lower middle income,IDN,1300,NA,NA,4999990
Indonesia,Lower middle income,IDN,1870,NA,NA,27065428
Indonesia,Lower middle income,IDN,1989,NA,NA,178949168
Indonesia,Lower middle income,IDN,1871,NA,NA,27356982
Indonesia,Lower middle income,IDN,1600,NA,NA,8500006
Indonesia,Lower middle income,IDN,1950,NA,NA,69567624
Indonesia,Lower middle income,IDN,1899,NA,NA,37666836
Indonesia,Lower middle income,IDN,1828,NA,NA,18170845
Indonesia,Lower middle income,IDN,1940,NA,NA,61821590
Indonesia,Lower middle income,IDN,1830,NA,NA,18460171
Indonesia,Lower middle income,IDN,1720,NA,NA,9699981
Indonesia,Lower middle income,IDN,1942,NA,NA,63720239
Indonesia,Lower middle income,IDN,2021,NA,NA,273753184
Indonesia,Lower middle income,IDN,1867,NA,NA,26194496
Indonesia,Lower middle income,IDN,1200,NA,NA,4583330
Indonesia,Lower middle income,IDN,1947,NA,NA,66203834
Indonesia,Lower middle income,IDN,1780,NA,NA,11499988
Indonesia,Lower middle income,IDN,1500,NA,NA,7750008
Indonesia,Lower middle income,IDN,1825,NA,NA,17779408
Indonesia,Lower middle income,IDN,1910,NA,NA,42807209
Indonesia,Lower middle income,IDN,1900,NA,NA,38169857
Indonesia,Lower middle income,IDN,1912,NA,NA,43702673
Indonesia,Lower middle income,IDN,1863,NA,NA,25038804
Indonesia,Lower middle income,IDN,1902,NA,NA,39153251
Indonesia,Lower middle income,IDN,1710,NA,NA,9599996
Indonesia,Lower middle income,IDN,1864,NA,NA,25331167
Indonesia,Lower middle income,IDN,1905,NA,NA,40562543
Indonesia,Lower middle income,IDN,1945,NA,NA,64871933
Indonesia,Lower middle income,IDN,1817,NA,NA,16974274
Indonesia,Lower middle income,IDN,1949,NA,NA,68381307
Indonesia,Lower middle income,IDN,1948,NA,NA,67237539
Indonesia,Lower middle income,IDN,1908,NA,NA,41902329
Indonesia,Lower middle income,IDN,1909,NA,NA,42353629
Indonesia,Lower middle income,IDN,1911,NA,NA,43240922
Indonesia,Lower middle income,IDN,1826,NA,NA,17904291
Indonesia,Lower middle income,IDN,1913,NA,NA,44166527
Indonesia,Lower middle income,IDN,1824,NA,NA,17660044
Indonesia,Lower middle income,IDN,1939,NA,NA,60886794
Indonesia,Lower middle income,IDN,1903,NA,NA,39635616
Indonesia,Lower middle income,IDN,1943,NA,NA,64380320
Indonesia,Lower middle income,IDN,1944,NA,NA,64631850
Indonesia,Lower middle income,IDN,1816,NA,NA,16897041
Indonesia,Lower middle income,IDN,1907,NA,NA,41453239
Indonesia,Lower middle income,IDN,1906,NA,NA,41006369
Indonesia,Lower middle income,IDN,1820,NA,NA,17236636
Indonesia,Lower middle income,IDN,1822,NA,NA,17437643
Indonesia,Lower middle income,IDN,1823,NA,NA,17546141
Indonesia,Lower middle income,IDN,1941,NA,NA,62798944
Indonesia,Lower middle income,IDN,1827,NA,NA,18034751
Indonesia,Lower middle income,IDN,1815,NA,NA,16824830
Indonesia,Lower middle income,IDN,1819,NA,NA,17144017
Indonesia,Lower middle income,IDN,1946,NA,NA,65335955
Indonesia,Lower middle income,IDN,1818,NA,NA,17056581
Indonesia,Lower middle income,IDN,1821,NA,NA,17334493
Iran,Lower middle income,IRN,1869,NA,NA,8444590
Iran,Lower middle income,IRN,1842,NA,NA,7237045
Iran,Lower middle income,IRN,1871,NA,NA,8530486
Iran,Lower middle income,IRN,1868,NA,NA,8395917
Iran,Lower middle income,IRN,1848,NA,NA,7433490
Iran,Lower middle income,IRN,2011,53,14005.3134765625,76342968
Iran,Lower middle income,IRN,1841,NA,NA,7204813
Iran,Lower middle income,IRN,1950,NA,NA,16832842
Iran,Lower middle income,IRN,1951,NA,NA,17219634
Iran,Lower middle income,IRN,1844,NA,NA,7301943
Iran,Lower middle income,IRN,1866,NA,NA,8291370
Iran,Lower middle income,IRN,1870,NA,NA,8489461
Iran,Lower middle income,IRN,1846,NA,NA,7367423
Iran,Lower middle income,IRN,1847,NA,NA,7400383
Iran,Lower middle income,IRN,1956,NA,NA,19332418
Iran,Lower middle income,IRN,1849,NA,NA,7468693
Iran,Lower middle income,IRN,1989,NA,NA,53644740
Iran,Lower middle income,IRN,1840,NA,NA,7172724
Iran,Lower middle income,IRN,1835,NA,NA,7014411
Iran,Lower middle income,IRN,1836,NA,NA,7045791
Iran,Lower middle income,IRN,1839,NA,NA,7140778
Iran,Lower middle income,IRN,1867,NA,NA,8343481
Iran,Lower middle income,IRN,2002,60,10623.6279296875,67327120
Iran,Lower middle income,IRN,1952,NA,NA,17614458
Iran,Lower middle income,IRN,1845,NA,NA,7334610
Iran,Lower middle income,IRN,2005,58,11998.21484375,70182592
Iran,Lower middle income,IRN,1872,NA,NA,8567624
Iran,Lower middle income,IRN,1955,NA,NA,18873866
Iran,Lower middle income,IRN,1874,NA,NA,8634166
Iran,Lower middle income,IRN,1988,NA,NA,52111868
Iran,Lower middle income,IRN,2021,NA,NA,87923432
Iran,Lower middle income,IRN,2008,54,13213.095703125,73318400
Iran,Lower middle income,IRN,2009,54,13199.0185546875,74322688
Iran,Lower middle income,IRN,2010,53,13805.7041015625,75373864
Iran,Lower middle income,IRN,1838,NA,NA,7108974
Iran,Lower middle income,IRN,1991,NA,9479.9912109375,57990892
Iran,Lower middle income,IRN,1976,NA,NA,33841064
Iran,Lower middle income,IRN,1977,NA,NA,34876504
Iran,Lower middle income,IRN,1954,NA,NA,18434882
Iran,Lower middle income,IRN,1876,NA,NA,8701216
Iran,Lower middle income,IRN,1985,NA,NA,47266160
Iran,Lower middle income,IRN,1878,NA,NA,8768778
Iran,Lower middle income,IRN,1957,NA,NA,19805916
Iran,Lower middle income,IRN,1834,NA,NA,6983170
Iran,Lower middle income,IRN,1958,NA,NA,20295116
Iran,Lower middle income,IRN,1960,NA,NA,21388810
Iran,Lower middle income,IRN,1961,NA,NA,21983630
Iran,Lower middle income,IRN,1837,NA,NA,7077312
Iran,Lower middle income,IRN,2001,60,10026.58203125,66674856
Iran,Lower middle income,IRN,1949,NA,NA,16840687
Iran,Lower middle income,IRN,1700,NA,NA,4999980
Iran,Lower middle income,IRN,2004,59,11764.0966796875,69061680
Iran,Lower middle income,IRN,1828,NA,NA,6798626
Iran,Lower middle income,IRN,2013,NA,12625.087890625,78458928
Iran,Lower middle income,IRN,1986,NA,NA,48913236
Iran,Lower middle income,IRN,1873,NA,NA,8600832
Iran,Lower middle income,IRN,1833,NA,NA,6952069
Iran,Lower middle income,IRN,1862,NA,NA,8086142
Iran,Lower middle income,IRN,1832,NA,NA,6921105
Iran,Lower middle income,IRN,1945,NA,NA,16204359
Iran,Lower middle income,IRN,1865,NA,NA,8239583
Iran,Lower middle income,IRN,1990,NA,8630.8349609375,55793628
Iran,Lower middle income,IRN,1975,NA,NA,32856976
Iran,Lower middle income,IRN,1824,NA,NA,6678314
Iran,Lower middle income,IRN,1843,NA,NA,7269421
Iran,Lower middle income,IRN,1953,NA,NA,18017556
Iran,Lower middle income,IRN,1979,NA,NA,37205012
Iran,Lower middle income,IRN,1877,NA,NA,8734933
Iran,Lower middle income,IRN,2015,NA,12698.109375,81790848
Iran,Lower middle income,IRN,2016,NA,14205.2119140625,83306232
Iran,Lower middle income,IRN,2007,55,13324.908203125,72319424
Iran,Lower middle income,IRN,2017,NA,14535.8740234375,84505080
Iran,Lower middle income,IRN,1959,NA,NA,20821856
Iran,Lower middle income,IRN,1946,NA,NA,16345307
Iran,Lower middle income,IRN,1947,NA,NA,16487482
Iran,Lower middle income,IRN,1948,NA,NA,16630893
Iran,Lower middle income,IRN,1600,NA,NA,4999980
Iran,Lower middle income,IRN,1825,NA,NA,6708191
Iran,Lower middle income,IRN,2003,59,11407.0615234375,67954704
Iran,Lower middle income,IRN,1875,NA,NA,8667628
Iran,Lower middle income,IRN,1980,NA,NA,38520668
Iran,Lower middle income,IRN,1981,NA,NA,40476260
Iran,Lower middle income,IRN,2006,56,12456.6103515625,71275768
Iran,Lower middle income,IRN,1800,NA,NA,6e+06
Iran,Lower middle income,IRN,1996,61,9670.2041015625,61598380
Iran,Lower middle income,IRN,1863,NA,NA,8136971
Iran,Lower middle income,IRN,1880,NA,NA,8836855
Iran,Lower middle income,IRN,1999,60,9634.8994140625,64474748
Iran,Lower middle income,IRN,2000,60,10066.802734375,65544380
Iran,Lower middle income,IRN,1822,NA,NA,6618958
Iran,Lower middle income,IRN,1823,NA,NA,6648570
Iran,Lower middle income,IRN,1710,NA,NA,5211422
Iran,Lower middle income,IRN,1826,NA,NA,6738201
Iran,Lower middle income,IRN,1750,NA,NA,5666335
Iran,Lower middle income,IRN,2014,NA,13038.5546875,79961672
Iran,Lower middle income,IRN,1790,NA,NA,6160945
Iran,Lower middle income,IRN,1830,NA,NA,6859592
Iran,Lower middle income,IRN,1831,NA,NA,6890280
Iran,Lower middle income,IRN,1983,NA,NA,44027988
Iran,Lower middle income,IRN,1984,NA,NA,45628400
Iran,Lower middle income,IRN,1987,NA,NA,50541504
Iran,Lower middle income,IRN,1300,NA,NA,3500010
Iran,Lower middle income,IRN,1500,NA,NA,4000017
Iran,Lower middle income,IRN,1400,NA,NA,3750001
Iran,Lower middle income,IRN,1936,NA,NA,14471051
Iran,Lower middle income,IRN,1905,NA,NA,10782559
Iran,Lower middle income,IRN,1827,NA,NA,6768346
Iran,Lower middle income,IRN,1940,NA,NA,15436984
Iran,Lower middle income,IRN,1829,NA,NA,6829041
Iran,Lower middle income,IRN,1770,NA,NA,5908439
Iran,Lower middle income,IRN,1780,NA,NA,6033358
Iran,Lower middle income,IRN,1913,NA,NA,10692853
Iran,Lower middle income,IRN,1879,NA,NA,8802752
Iran,Lower middle income,IRN,2018,NA,13471.8603515625,85617560
Iran,Lower middle income,IRN,1881,NA,NA,8871088
Iran,Lower middle income,IRN,1850,NA,NA,7506013
Iran,Lower middle income,IRN,1932,NA,NA,13491924
Iran,Lower middle income,IRN,1933,NA,NA,13730313
Iran,Lower middle income,IRN,1853,NA,NA,7642644
Iran,Lower middle income,IRN,2012,NA,12807.39453125,77324448
Iran,Lower middle income,IRN,1730,NA,NA,5434122
Iran,Lower middle income,IRN,1760,NA,NA,5786140
Iran,Lower middle income,IRN,1860,NA,NA,7985429
Iran,Lower middle income,IRN,1859,NA,NA,7935540
Iran,Lower middle income,IRN,1858,NA,NA,7885961
Iran,Lower middle income,IRN,1861,NA,NA,8035629
Iran,Lower middle income,IRN,1864,NA,NA,8188118
Iran,Lower middle income,IRN,1973,NA,NA,30981904
Iran,Lower middle income,IRN,1974,NA,NA,31895540
Iran,Lower middle income,IRN,1904,NA,NA,10675523
Iran,Lower middle income,IRN,1851,NA,NA,7549347
Iran,Lower middle income,IRN,1934,NA,NA,13972914
Iran,Lower middle income,IRN,1937,NA,NA,14726741
Iran,Lower middle income,IRN,1978,NA,NA,35993664
Iran,Lower middle income,IRN,1857,NA,NA,7836690
Iran,Lower middle income,IRN,1897,NA,NA,9923984
Iran,Lower middle income,IRN,1941,NA,NA,15625495
Iran,Lower middle income,IRN,1982,NA,NA,42500036
Iran,Lower middle income,IRN,1943,NA,NA,15926097
Iran,Lower middle income,IRN,1944,NA,NA,16064626
Iran,Lower middle income,IRN,1903,NA,NA,10569547
Iran,Lower middle income,IRN,1000,NA,NA,4500018
Iran,Lower middle income,IRN,1882,NA,NA,8905451
Iran,Lower middle income,IRN,1820,NA,NA,6560139
Iran,Lower middle income,IRN,1962,NA,NA,22605052
Iran,Lower middle income,IRN,1852,NA,NA,7594883
